,country,subnational1,lat,lon,umd_tree_cover_density_2000__threshold,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,umd_tree_cover_extent_2000__ha
4279,Madagascar,Mahajanga,-15.7181492,46.3172577,50,7402272,640571,1641243
4280,Madagascar,Mahajanga,-15.7181492,46.3172577,75,4930508,-2104470,484968
4281,Madagascar,Toamasina,-18.1553985,49.4098352,30,25127170,24532305,5388585
4282,Madagascar,Toamasina,-18.1553985,49.4098352,50,20765015,25584560,4728420
4283,Madagascar,Toamasina,-18.1553985,49.4098352,75,7769533,17774532,2620340
4284,Madagascar,Toliary,-23.3413327,43.6581005,30,5015990,3652126,2217433
4285,Madagascar,Toliary,-23.3413327,43.6581005,50,2214289,3073886,917919
4286,Madagascar,Toliary,-23.3413327,43.6581005,75,871954,124062,226911
4287,Malawi,Balaka,-15.0347969,35.0605888,30,10555,-8961,2709
4288,Malawi,Balaka,-15.0347969,35.0605888,50,5134,-4898,54
4289,Malawi,Balaka,-15.0347969,35.0605888,75,5037,-4998,0
4290,Malawi,Blantyre,-15.7862543,35.0035694,30,28122,-2401,7212
4291,Malawi,Blantyre,-15.7862543,35.0035694,50,8400,5455,1092
4292,Malawi,Blantyre,-15.7862543,35.0035694,75,4170,-327,144
4293,Malawi,Chikwawa,-16.215382,34.7228393,30,182989,-120956,50923
4294,Malawi,Chikwawa,-16.215382,34.7228393,50,20640,-9633,3687
4295,Malawi,Chikwawa,-16.215382,34.7228393,75,8799,-7229,1
4296,Malawi,Chiradzulu,-15.75472,35.2055362,30,5662,1559,1993
4297,Malawi,Chiradzulu,-15.75472,35.2055362,50,1942,3451,638
4298,Malawi,Chiradzulu,-15.75472,35.2055362,75,811,31,60
4299,Malawi,Chitipa,-9.9728541,33.4120243,30,337107,-160473,85965
4300,Malawi,Chitipa,-9.9728541,33.4120243,50,47737,-11674,10402
4301,Malawi,Chitipa,-9.9728541,33.4120243,75,11021,-4943,154
4302,Malawi,Dedza,-14.2374479,34.3196514,30,123052,-48346,31221
4303,Malawi,Dedza,-14.2374479,34.3196514,50,21357,1049,1625
4304,Malawi,Dedza,-14.2374479,34.3196514,75,11093,-1817,242
4305,Malawi,Dowa,-13.5387578,33.778108,30,18068,-13849,7552
4306,Malawi,Dowa,-13.5387578,33.778108,50,3247,-2693,154
4307,Malawi,Dowa,-13.5387578,33.778108,75,2976,-2815,2
4308,Malawi,Karonga,-10.0847469,33.8661918,30,272571,-130001,111137
4309,Malawi,Karonga,-10.0847469,33.8661918,50,34158,-1644,12107
4310,Malawi,Karonga,-10.0847469,33.8661918,75,5698,-2094,370
4311,Malawi,Kasungu,-12.9921789,33.4724535,30,104103,-88679,47332
4312,Malawi,Kasungu,-12.9921789,33.4724535,50,6602,-5185,111
4313,Malawi,Kasungu,-12.9921789,33.4724535,75,6417,-5651,9
4314,Malawi,Likoma,-12.0663863,34.7344358,30,0,0,80
4315,Malawi,Likoma,-12.0663863,34.7344358,50,0,0,9
4316,Malawi,Likoma,-12.0663863,34.7344358,75,0,0,0
4317,Malawi,Lilongwe,-13.9875107,33.768144,30,126838,26169,44609
4318,Malawi,Lilongwe,-13.9875107,33.768144,50,18837,5055,2154
4319,Malawi,Lilongwe,-13.9875107,33.768144,75,10482,-3758,169
4320,Malawi,Machinga,-14.9094681,35.601696,30,93062,52255,32506
4321,Malawi,Machinga,-14.9094681,35.601696,50,26768,27800,7879
4322,Malawi,Machinga,-14.9094681,35.601696,75,4918,-2326,357
4323,Malawi,Mangochi,-14.141111,35.3267495,30,275627,-155956,134276
4324,Malawi,Mangochi,-14.141111,35.3267495,50,108277,-59060,38430
4325,Malawi,Mangochi,-14.141111,35.3267495,75,32899,-22768,403
4326,Malawi,Mchinji,-13.7828897,33.0204739,30,39344,-28321,12957
4327,Malawi,Mchinji,-13.7828897,33.0204739,50,10294,-6840,951
4328,Malawi,Mchinji,-13.7828897,33.0204739,75,6712,-5407,17
4329,Malawi,Mulanje,-15.91088,35.541255,30,311691,7868,42481
4330,Malawi,Mulanje,-15.91088,35.541255,50,178019,61474,21123
4331,Malawi,Mulanje,-15.91088,35.541255,75,60711,29287,5784
4332,Malawi,Mwanza,-15.6136031,34.5146595,30,24569,-14144,11523
4333,Malawi,Mwanza,-15.6136031,34.5146595,50,7557,-3991,3190
4334,Malawi,Mwanza,-15.6136031,34.5146595,75,1557,-1268,110
4335,Malawi,Mwanza,-15.6136031,34.5146595,30,84632,-38268,50031
4336,Malawi,Mwanza,-15.6136031,34.5146595,50,43945,-6440,19590
4337,Malawi,Mwanza,-15.6136031,34.5146595,75,41486,-10302,5564
4338,Malawi,Mzimba,-11.8458102,33.5578319,30,566607,97610,146480
4339,Malawi,Mzimba,-11.8458102,33.5578319,50,155131,107391,19559
4340,Malawi,Mzimba,-11.8458102,33.5578319,75,38676,7852,1077
4341,Malawi,Neno,-15.5137183,34.6832205,30,60406,-19899,23347
4342,Malawi,Neno,-15.5137183,34.6832205,50,20782,-10281,4138
4343,Malawi,Neno,-15.5137183,34.6832205,75,12105,-9395,30
4344,Malawi,Nkhata Bay,-11.6084492,34.0415691,30,1226228,725573,291553
4345,Malawi,Nkhata Bay,-11.6084492,34.0415691,50,613273,580201,121311
4346,Malawi,Nkhata Bay,-11.6084492,34.0415691,75,60054,22051,3093
4347,Malawi,Nkhotakota,-12.8321965,34.0329177,30,258188,-148972,125802
4348,Malawi,Nkhotakota,-12.8321965,34.0329177,50,14283,11478,5151
4349,Malawi,Nkhotakota,-12.8321965,34.0329177,75,5338,-3169,46
4350,Malawi,Nsanje,-16.7199917,35.1011088,30,107161,-67968,29698
4351,Malawi,Nsanje,-16.7199917,35.1011088,50,15351,-2005,3795
4352,Malawi,Nsanje,-16.7199917,35.1011088,75,3338,-1867,105
4353,Malawi,Ntcheu,-14.8227293,34.7687178,30,57182,-10195,13072
4354,Malawi,Ntcheu,-14.8227293,34.7687178,50,11253,4912,1010
4355,Malawi,Ntcheu,-14.8227293,34.7687178,75,7283,-4335,104
4356,Malawi,Ntchisi,-13.276988,33.8546272,30,57995,-34452,21453
4357,Malawi,Ntchisi,-13.276988,33.8546272,50,7066,-4213,1554
4358,Malawi,Ntchisi,-13.276988,33.8546272,75,2228,-1810,9
4359,Malawi,Phalombe,-15.6922071,35.6650523,30,43064,27140,9874
4360,Malawi,Phalombe,-15.6922071,35.6650523,50,14074,25469,3210
4361,Malawi,Phalombe,-15.6922071,35.6650523,75,3980,5172,672
4362,Malawi,Rumphi,-10.7909326,33.8507118,30,618069,-394478,183104
4363,Malawi,Rumphi,-10.7909326,33.8507118,50,128152,-28596,34778
4364,Malawi,Rumphi,-10.7909326,33.8507118,75,11770,-813,903
4365,Malawi,Salima,-13.7628984,34.45237,30,18443,-11006,7840
4366,Malawi,Salima,-13.7628984,34.45237,50,3322,-2942,135
4367,Malawi,Salima,-13.7628984,34.45237,75,3052,-2847,0
4368,Malawi,Thyolo,-16.1287747,35.1449132,30,151715,38568,28780
4369,Malawi,Thyolo,-16.1287747,35.1449132,50,52244,56973,8338
4370,Malawi,Thyolo,-16.1287747,35.1449132,75,18114,2166,254
4371,Malawi,Zomba,-15.3863208,35.3268273,30,89253,5869,15548
4372,Malawi,Zomba,-15.3863208,35.3268273,50,47251,26748,6751
4373,Malawi,Zomba,-15.3863208,35.3268273,75,19677,12443,2219
4374,Malaysia,Johor,2.0228821,103.3114564,30,7204479,6185495,1593778
4375,Malaysia,Johor,2.0228821,103.3114564,50,6921922,6320645,1551377
4376,Malaysia,Johor,2.0228821,103.3114564,75,5901804,6481079,1391679
4377,Malaysia,Kedah,5.8098265,100.6715035,30,3166946,2062806,676020
4378,Malaysia,Kedah,5.8098265,100.6715035,50,3013180,2122604,653727
4379,Malaysia,Kedah,5.8098265,100.6715035,75,2554452,2030477,581658
4380,Malaysia,Kelantan,5.4021302,102.0635972,30,5893887,7373539,1344069
4381,Malaysia,Kelantan,5.4021302,102.0635972,50,5744183,7456027,1325411
4382,Malaysia,Kelantan,5.4021302,102.0635972,75,5203772,7520550,1256208
4383,Malaysia,Kuala Lumpur,3.1526589,101.7022205,30,32041,-4983,4827
4384,Malaysia,Kuala Lumpur,3.1526589,101.7022205,50,27084,-2079,3915
4385,Malaysia,Kuala Lumpur,3.1526589,101.7022205,75,19852,-2411,2446
4386,Malaysia,Labuan,5.3168336,115.2198613,30,26855,-4909,4323
4387,Malaysia,Labuan,5.3168336,115.2198613,50,24813,-3869,3926
4388,Malaysia,Labuan,5.3168336,115.2198613,75,20235,-2593,3014
4389,Malaysia,Melaka,2.3293744,102.2880962,30,679652,462630,112675
4390,Malaysia,Melaka,2.3293744,102.2880962,50,637726,485360,106873
4391,Malaysia,Melaka,2.3293744,102.2880962,75,512871,492453,88815
4392,Malaysia,Negeri Sembilan,2.7831895,102.1925319,30,2802342,2412131,559821
4393,Malaysia,Negeri Sembilan,2.7831895,102.1925319,50,2694909,2462259,544976
4394,Malaysia,Negeri Sembilan,2.7831895,102.1925319,75,2312343,2453758,487265
4395,Malaysia,Pahang,3.6168822,102.5994547,30,9490109,18217355,3295418
4396,Malaysia,Pahang,3.6168822,102.5994547,50,9232348,18303266,3249608
4397,Malaysia,Pahang,3.6168822,102.5994547,75,8247285,18159390,3063048
4398,Malaysia,Perak,4.812181,100.9797908,30,5173807,1993852,1766052
4399,Malaysia,Perak,4.812181,100.9797908,50,5012237,2090139,1728914
4400,Malaysia,Perak,4.812181,100.9797908,75,4535158,2247206,1603866
4401,Malaysia,Perlis,6.4868392,100.2577623,30,148674,-43754,27366
4402,Malaysia,Perlis,6.4868392,100.2577623,50,139864,-38225,25597
4403,Malaysia,Perlis,6.4868392,100.2577623,75,116081,-36568,19859
4404,Malaysia,Pulau Pinang,5.4065013,100.2559077,30,172091,-66846,46680
4405,Malaysia,Pulau Pinang,5.4065013,100.2559077,50,158500,-56986,43164
4406,Malaysia,Pulau Pinang,5.4065013,100.2559077,75,123460,-40254,32936
4407,Malaysia,Putrajaya,2.9384381,101.69223,30,11061,-3958,1583
4408,Malaysia,Putrajaya,2.9384381,101.69223,50,10403,-3949,1395
4409,Malaysia,Putrajaya,2.9384381,101.69223,75,8927,-4389,925
4410,Malaysia,Sabah,5.4257359,117.0326392,30,23572398,13640376,6698363
4411,Malaysia,Sabah,5.4257359,117.0326392,50,23017320,13935102,6599402
4412,Malaysia,Sabah,5.4257359,117.0326392,75,20978288,14440188,6176675
4413,Malaysia,Sarawak,2.5023855,112.9547283,30,39314953,69645066,11643008
4414,Malaysia,Sarawak,2.5023855,112.9547283,50,38710578,69853735,11524587
4415,Malaysia,Sarawak,2.5023855,112.9547283,75,36552037,69811850,11067417
4416,Malaysia,Selangor,3.2083304,101.304146,30,2564880,657294,564554
4417,Malaysia,Selangor,3.2083304,101.304146,50,2438243,725468,543056
4418,Malaysia,Selangor,3.2083304,101.304146,75,2083395,778539,477578
4419,Malaysia,Trengganu,4.8630743,102.9949297,30,3882932,2853606,1106233
4420,Malaysia,Trengganu,4.8630743,102.9949297,50,3740818,2929075,1084801
4421,Malaysia,Trengganu,4.8630743,102.9949297,75,3246560,3023725,1007117
4422,Mali,Bamako,12.649319,-8.000337,30,1072,-1059,0
4423,Mali,Bamako,12.649319,-8.000337,50,1072,-1059,0
4424,Mali,Bamako,12.649319,-8.000337,75,1072,-1059,0
4425,Mali,Gao,16.2788129,-0.0412392,30,126,-126,0
4426,Mali,Gao,16.2788129,-0.0412392,50,126,-126,0
4427,Mali,Gao,16.2788129,-0.0412392,75,126,-126,0
4428,Mali,Kayes,13.8001844,-10.2245548,30,253762,-219918,1812
4429,Mali,Kayes,13.8001844,-10.2245548,50,251645,-225850,379
4430,Mali,Kayes,13.8001844,-10.2245548,75,251556,-231343,47
4431,Mali,Kidal,19.802089,0.7253125,30,1,-1,0
4432,Mali,Kidal,19.802089,0.7253125,50,1,-1,0
4433,Mali,Kidal,19.802089,0.7253125,75,1,-1,0
4434,Mali,Koulikoro,13.4812348,-7.6106507,30,95188,-90748,13
4435,Mali,Koulikoro,13.4812348,-7.6106507,50,95184,-90912,1
4436,Mali,Koulikoro,13.4812348,-7.6106507,75,95184,-90924,0
4437,Mali,Mopti,14.514489,-3.6464581,30,2268,-2041,23
4438,Mali,Mopti,14.514489,-3.6464581,50,2258,-2236,1
4439,Mali,Mopti,14.514489,-3.6464581,75,2257,-2253,0
4440,Mali,Sikasso,11.529684,-6.8663259,30,524561,-457784,23245
4441,Mali,Sikasso,11.529684,-6.8663259,50,481380,-458845,9
4442,Mali,Sikasso,11.529684,-6.8663259,75,481364,-458850,0
4443,Mali,Ségou,13.441518,-6.268147,30,24996,-24784,3
4444,Mali,Ségou,13.441518,-6.268147,50,24993,-24798,1
4445,Mali,Ségou,13.441518,-6.268147,75,24993,-24803,0
4446,Mali,Timbuktu,16.7719091,-3.0087272,30,85,-85,0
4447,Mali,Timbuktu,16.7719091,-3.0087272,50,85,-85,0
4448,Mali,Timbuktu,16.7719091,-3.0087272,75,85,-85,0
4449,Malta,Għawdex,36.0467778,14.2582565,30,68,-41,30
4450,Malta,Għawdex,36.0467778,14.2582565,50,46,-24,20
4451,Malta,Għawdex,36.0467778,14.2582565,75,26,-10,11
4452,Malta,Nofsinhar,35.8418005,14.5305567,30,51,-14,23
4453,Malta,Nofsinhar,35.8418005,14.5305567,50,41,-7,18
4454,Malta,Nofsinhar,35.8418005,14.5305567,75,27,4,12
4455,Malta,Tramuntana,35.9397829,14.3941961,30,125,-86,51
4456,Malta,Tramuntana,35.9397829,14.3941961,50,97,-67,38
4457,Malta,Tramuntana,35.9397829,14.3941961,75,54,-33,18
4458,Malta,Xlokk,35.9004752,14.5088745,30,23,-1,9
4459,Malta,Xlokk,35.9004752,14.5088745,50,15,4,6
4460,Malta,Xlokk,35.9004752,14.5088745,75,9,7,3
4461,Malta,Ċentrali,35.8953545,14.5097558,30,13,-8,4
4462,Malta,Ċentrali,35.8953545,14.5097558,50,9,-5,3
4463,Malta,Ċentrali,35.8953545,14.5097558,75,8,-4,2
4464,Martinique,Fort-de-France,14.6027962,-61.0676724,30,45051,-37043,10065
4465,Martinique,Fort-de-France,14.6027962,-61.0676724,50,42355,-34582,9528
4466,Martinique,Fort-de-France,14.6027962,-61.0676724,75,37193,-30408,8445
4467,Martinique,Le Marin,14.5251841,-60.9624151,30,106178,-87376,24464
4468,Martinique,Le Marin,14.5251841,-60.9624151,50,100409,-82012,23049
4469,Martinique,Le Marin,14.5251841,-60.9624151,75,88803,-71772,20168
4470,Martinique,Le Trinité,14.6913997,-60.9324016,30,96326,-71859,23718
4471,Martinique,Le Trinité,14.6913997,-60.9324016,50,90415,-66998,22440
4472,Martinique,Le Trinité,14.6913997,-60.9324016,75,77101,-58156,19420
4473,Martinique,Saint-Pierre,14.7417183,-61.1763904,30,57389,-45337,16403
4474,Martinique,Saint-Pierre,14.7417183,-61.1763904,50,55485,-43605,15975
4475,Martinique,Saint-Pierre,14.7417183,-61.1763904,75,50555,-39733,14830
4476,Martinique,Saint-Pierre,14.7417183,-61.1763904,30,5326,46993,59369
4477,Martinique,Saint-Pierre,14.7417183,-61.1763904,50,3949,37931,44193
4478,Martinique,Saint-Pierre,14.7417183,-61.1763904,75,972,12172,26265
4479,Mauritania,Adrar,21.0090623,-10.2207449,30,6,-6,0
4480,Mauritania,Adrar,21.0090623,-10.2207449,50,6,-6,0
4481,Mauritania,Adrar,21.0090623,-10.2207449,75,6,-6,0
4482,Mauritania,Adrar,21.0090623,-10.2207449,30,56,-56,0
4483,Mauritania,Adrar,21.0090623,-10.2207449,50,56,-56,0
4484,Mauritania,Adrar,21.0090623,-10.2207449,75,56,-56,0
4485,Mauritania,Assaba,16.5809185,-11.5363724,30,18,-18,0
4486,Mauritania,Assaba,16.5809185,-11.5363724,50,18,-18,0
4487,Mauritania,Assaba,16.5809185,-11.5363724,75,18,-18,0
4488,Mauritania,Brakna,17.2475638,-13.4037714,30,835,-471,0
4489,Mauritania,Brakna,17.2475638,-13.4037714,50,835,-471,0
4490,Mauritania,Brakna,17.2475638,-13.4037714,75,835,-471,0
4491,Mauritania,Dakhlet Nouadhibou,20.8019537,-16.0012708,30,0,0,0
4492,Mauritania,Dakhlet Nouadhibou,20.8019537,-16.0012708,50,0,0,0
4493,Mauritania,Dakhlet Nouadhibou,20.8019537,-16.0012708,75,0,0,0
4494,Mauritania,Gorgol,16.0062275,-12.8360834,30,77,-76,0
4495,Mauritania,Gorgol,16.0062275,-12.8360834,50,77,-76,0
4496,Mauritania,Gorgol,16.0062275,-12.8360834,75,77,-76,0
4497,Mauritania,Guidimaka,15.3766896,-12.124663,30,41,-41,0
4498,Mauritania,Guidimaka,15.3766896,-12.124663,50,41,-41,0
4499,Mauritania,Guidimaka,15.3766896,-12.124663,75,41,-41,0
4500,Mauritania,Hodh ech Chargui,18.1941112,-7.0921652,30,20,-12,1
4501,Mauritania,Hodh ech Chargui,18.1941112,-7.0921652,50,20,-12,1
4502,Mauritania,Hodh ech Chargui,18.1941112,-7.0921652,75,20,-18,0
4503,Mauritania,Hodh el Gharbi,16.5693922,-9.8322366,30,17,-17,0
4504,Mauritania,Hodh el Gharbi,16.5693922,-9.8322366,50,17,-17,0
4505,Mauritania,Hodh el Gharbi,16.5693922,-9.8322366,75,17,-17,0
4506,Mauritania,Inchiri,19.9922766,-15.113767,30,0,0,0
4507,Mauritania,Inchiri,19.9922766,-15.113767,50,0,0,0
4508,Mauritania,Inchiri,19.9922766,-15.113767,75,0,0,0
4509,Mauritania,Nouakchott,18.0792379,-15.9780071,30,0,0,0
4510,Mauritania,Nouakchott,18.0792379,-15.9780071,50,0,0,0
4511,Mauritania,Nouakchott,18.0792379,-15.9780071,75,0,0,0
4512,Mauritania,Tagant,18.5729893,-10.3937926,30,3,-3,0
4513,Mauritania,Tagant,18.5729893,-10.3937926,50,3,-3,0
4514,Mauritania,Tagant,18.5729893,-10.3937926,75,3,-3,0
4515,Mauritania,Tiris Zemmour,24.1951392,-9.6664199,30,0,0,0
4516,Mauritania,Tiris Zemmour,24.1951392,-9.6664199,50,0,0,0
4517,Mauritania,Tiris Zemmour,24.1951392,-9.6664199,75,0,0,0
4518,Mauritania,Trarza,17.922642,-14.8476017,30,371,40,32
4519,Mauritania,Trarza,17.922642,-14.8476017,50,371,-123,15
4520,Mauritania,Trarza,17.922642,-14.8476017,75,371,-323,0
4521,Micronesia,Yap,9.5462683,138.1651599,30,54941,-52723,6171
4522,Micronesia,Yap,9.5462683,138.1651599,50,54101,-51904,6017
4523,Micronesia,Yap,9.5462683,138.1651599,75,52009,-49879,5613
4524,Mongolia,Arhangay,47.862646,101.0316283,30,483754,-296192,109085
4525,Mongolia,Arhangay,47.862646,101.0316283,50,154220,-78492,39344
4526,Mongolia,Arhangay,47.862646,101.0316283,75,44628,9474,14395
4527,Mongolia,Bayan-Ölgiy,48.5470083,89.8549358,30,112624,-111471,22837
4528,Mongolia,Bayan-Ölgiy,48.5470083,89.8549358,50,44731,-44178,8854
4529,Mongolia,Bayan-Ölgiy,48.5470083,89.8549358,75,14886,-14762,2755
4530,Mongolia,Bayanhongor,45.2380937,99.5146799,30,2289,-2145,405
4531,Mongolia,Bayanhongor,45.2380937,99.5146799,50,540,-484,53
4532,Mongolia,Bayanhongor,45.2380937,99.5146799,75,367,-352,11
4533,Mongolia,Bulgan,48.9521438,103.3965591,30,2228217,-2162781,519867
4534,Mongolia,Bulgan,48.9521438,103.3965591,50,680898,-655734,158320
4535,Mongolia,Bulgan,48.9521438,103.3965591,75,19725,-18826,2521
4536,Mongolia,Darhan-Uul,49.3767291,106.2901384,30,145426,-138587,42092
4537,Mongolia,Darhan-Uul,49.3767291,106.2901384,50,61849,-57562,18073
4538,Mongolia,Darhan-Uul,49.3767291,106.2901384,75,923,-639,150
4539,Mongolia,Dornod,47.6772781,115.2177155,30,101772,-31885,25316
4540,Mongolia,Dornod,47.6772781,115.2177155,50,30645,-5707,6814
4541,Mongolia,Dornod,47.6772781,115.2177155,75,3722,3776,699
4542,Mongolia,Dornogovi,44.4179637,109.7783753,30,0,0,0
4543,Mongolia,Dornogovi,44.4179637,109.7783753,50,0,0,0
4544,Mongolia,Dornogovi,44.4179637,109.7783753,75,0,0,0
4545,Mongolia,Dundgovi,45.5186722,106.2611562,30,0,0,0
4546,Mongolia,Dundgovi,45.5186722,106.2611562,50,0,0,0
4547,Mongolia,Dundgovi,45.5186722,106.2611562,75,0,0,0
4548,Mongolia,Dzavhan,48.3133355,96.2850506,30,973463,64192,243335
4549,Mongolia,Dzavhan,48.3133355,96.2850506,50,379933,100471,99847
4550,Mongolia,Dzavhan,48.3133355,96.2850506,75,48173,38989,14614
4551,Mongolia,Govi-Altay,45.3463139,95.9325806,30,181,-164,46
4552,Mongolia,Govi-Altay,45.3463139,95.9325806,50,88,-79,19
4553,Mongolia,Govi-Altay,45.3463139,95.9325806,75,30,-26,3
4554,Mongolia,Govisümber,46.4610827,108.5173101,30,0,1,0
4555,Mongolia,Govisümber,46.4610827,108.5173101,50,0,0,0
4556,Mongolia,Govisümber,46.4610827,108.5173101,75,0,0,0
4557,Mongolia,Hentiy,47.885981,110.4201043,30,1087069,-745217,381914
4558,Mongolia,Hentiy,47.885981,110.4201043,50,395729,-275734,136506
4559,Mongolia,Hentiy,47.885981,110.4201043,75,115292,-81267,32735
4560,Mongolia,Hovd,46.8997977,92.2959651,30,1430,-130,1954
4561,Mongolia,Hovd,46.8997977,92.2959651,50,408,415,550
4562,Mongolia,Hovd,46.8997977,92.2959651,75,70,386,119
4563,Mongolia,Hövsgöl,50.2206196,99.9170492,30,2954412,-2429627,850482
4564,Mongolia,Hövsgöl,50.2206196,99.9170492,50,1014745,-760408,312907
4565,Mongolia,Hövsgöl,50.2206196,99.9170492,75,248893,-144635,78493
4566,Mongolia,Orhon,49.0243744,104.2998863,30,21748,-21299,4510
4567,Mongolia,Orhon,49.0243744,104.2998863,50,8568,-8499,1774
4568,Mongolia,Orhon,49.0243744,104.2998863,75,289,-287,54
4569,Mongolia,Selenge,49.3910136,107.0629034,30,3828556,-2974406,1133602
4570,Mongolia,Selenge,49.3910136,107.0629034,50,2349136,-1621084,721279
4571,Mongolia,Selenge,49.3910136,107.0629034,75,331865,32873,113074
4572,Mongolia,Sühbaatar,46.2093417,113.5077196,30,295,-137,96
4573,Mongolia,Sühbaatar,46.2093417,113.5077196,50,180,-124,55
4574,Mongolia,Sühbaatar,46.2093417,113.5077196,75,43,-23,13
4575,Mongolia,Töv,47.7529235,105.6150598,30,1808729,-1404227,628170
4576,Mongolia,Töv,47.7529235,105.6150598,50,796204,-513646,287410
4577,Mongolia,Töv,47.7529235,105.6150598,75,72702,8810,30999
4578,Mongolia,Ulaanbaatar,47.9184676,106.9177016,30,139976,-100588,48669
4579,Mongolia,Ulaanbaatar,47.9184676,106.9177016,50,78891,-45443,28613
4580,Mongolia,Ulaanbaatar,47.9184676,106.9177016,75,14373,2897,6368
4581,Mongolia,Uvs,49.6313887,92.9558186,30,182892,-174032,40408
4582,Mongolia,Uvs,49.6313887,92.9558186,50,86143,-80901,18386
4583,Mongolia,Uvs,49.6313887,92.9558186,75,11461,-10406,2062
4584,Mongolia,Ömnögovi,43.282363,104.1133864,30,0,0,0
4585,Mongolia,Ömnögovi,43.282363,104.1133864,50,0,0,0
4586,Mongolia,Ömnögovi,43.282363,104.1133864,75,0,0,0
4587,Mongolia,Övörhangay,45.8297039,102.7237769,30,155877,-81282,37674
4588,Mongolia,Övörhangay,45.8297039,102.7237769,50,91259,-27493,24236
4589,Mongolia,Övörhangay,45.8297039,102.7237769,75,27474,11685,8979
4590,Morocco,Chaouia - Ouardigha,,,30,91638,-86351,18215
4591,Morocco,Chaouia - Ouardigha,,,50,36054,-32647,6757
4592,Morocco,Chaouia - Ouardigha,,,75,8258,-6244,1148
4593,Morocco,Doukkala - Abda,,,30,9561,-2182,1761
4594,Morocco,Doukkala - Abda,,,50,6934,-1617,1202
4595,Morocco,Doukkala - Abda,,,75,4290,-1012,616
4596,Morocco,Fès - Boulemane,,,30,33611,-31394,15799
4597,Morocco,Fès - Boulemane,,,50,22542,-21121,9635
4598,Morocco,Fès - Boulemane,,,75,11832,-11528,3297
4599,Morocco,Gharb - Chrarda - Béni Hssen,,,30,114728,-45344,14530
4600,Morocco,Gharb - Chrarda - Béni Hssen,,,50,79493,-27347,6978
4601,Morocco,Gharb - Chrarda - Béni Hssen,,,75,54213,-15813,1924
4602,Morocco,Grand Casablanca,33.5958157,-7.6037351,30,8877,-6347,1123
4603,Morocco,Grand Casablanca,33.5958157,-7.6037351,50,5274,-3411,665
4604,Morocco,Grand Casablanca,33.5958157,-7.6037351,75,2514,-1523,311
4605,Morocco,Guelmim - Es-Semara,,,30,19,-19,0
4606,Morocco,Guelmim - Es-Semara,,,50,19,-19,0
4607,Morocco,Guelmim - Es-Semara,,,75,19,-19,0
4608,Morocco,Laâyoune - Boujdour - Sakia El H,,,30,1,-1,0
4609,Morocco,Laâyoune - Boujdour - Sakia El H,,,50,1,-1,0
4610,Morocco,Laâyoune - Boujdour - Sakia El H,,,75,1,-1,0
4611,Morocco,Marrakech - Tensift - Al Haouz,,,30,67365,-63417,23469
4612,Morocco,Marrakech - Tensift - Al Haouz,,,50,42014,-39063,13378
4613,Morocco,Marrakech - Tensift - Al Haouz,,,75,24680,-23055,5654
4614,Morocco,Meknès - Tafilalet,33.8991846,-5.5539194,30,285840,-233993,110261
4615,Morocco,Meknès - Tafilalet,33.8991846,-5.5539194,50,199019,-161261,76033
4616,Morocco,Meknès - Tafilalet,33.8991846,-5.5539194,75,93912,-77542,31083
4617,Morocco,Oriental,33.3202138,-2.4238471,30,108647,-96308,19206
4618,Morocco,Oriental,33.3202138,-2.4238471,50,58147,-50853,9096
4619,Morocco,Oriental,33.3202138,-2.4238471,75,26419,-23620,2886
4620,Morocco,Rabat - Salé - Zemmour - Zaer,33.9602093,-6.8792399,30,259588,-234746,52858
4621,Morocco,Rabat - Salé - Zemmour - Zaer,33.9602093,-6.8792399,50,141551,-124951,26566
4622,Morocco,Rabat - Salé - Zemmour - Zaer,33.9602093,-6.8792399,75,54394,-43422,7247
4623,Morocco,Souss - Massa - Draâ,30.4040976,-9.5766681,30,21079,-20647,5695
4624,Morocco,Souss - Massa - Draâ,30.4040976,-9.5766681,50,6865,-6736,922
4625,Morocco,Souss - Massa - Draâ,30.4040976,-9.5766681,75,5139,-5077,110
4626,Morocco,Tadla - Azilal,,,30,90143,-82638,34615
4627,Morocco,Tadla - Azilal,,,50,57826,-53307,20892
4628,Morocco,Tadla - Azilal,,,75,32290,-30282,7610
4629,Morocco,Tanger - Tétouan,35.7887881,-5.8144928,30,888810,-479838,243464
4630,Morocco,Tanger - Tétouan,35.7887881,-5.8144928,50,670284,-323935,187125
4631,Morocco,Tanger - Tétouan,35.7887881,-5.8144928,75,387349,-165489,109446
4632,Morocco,Taza - Al Hoceima - Taounate,,,30,327549,-259313,107570
4633,Morocco,Taza - Al Hoceima - Taounate,,,50,226853,-172418,76801
4634,Morocco,Taza - Al Hoceima - Taounate,,,75,120780,-87980,39605
4635,Mozambique,Cabo Delgado,-12.4254942,39.4168743,30,8509003,-1848070,4077766
4636,Mozambique,Cabo Delgado,-12.4254942,39.4168743,50,3419881,483348,1431193
4637,Mozambique,Cabo Delgado,-12.4254942,39.4168743,75,989708,-625774,57230
4638,Mozambique,Gaza,-23.328398,32.8066057,30,1834383,-1282619,456473
4639,Mozambique,Gaza,-23.328398,32.8066057,50,324275,-124125,62814
4640,Mozambique,Gaza,-23.328398,32.8066057,75,99300,-82393,574
4641,Mozambique,Gaza,-23.328398,32.8066057,30,229,-165,31
